instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
53896199,210532,CRUDEOILM18NOVFUT,,0.0,2018-11-16,0.0,1.0,1,FUT,MCX,MCX
53835271,210294,CRUDEOILM18OCTFUT,,0.0,2018-10-19,0.0,1.0,1,FUT,MCX,MCX
53787655,210108,CRUDEOILM18SEPFUT,,0.0,2018-09-19,0.0,1.0,1,FUT,MCX,MCX
54177799,211632,CRUDEOILM19JANFUT,,0.0,2019-01-18,0.0,1.0,1,FUT,MCX,MCX
54178567,211635,CRUDEOILMAUG18OCT18FUT,,0.0,2018-08-20,0.0,1.0,1,FUT,MCX,MCX
54056711,211159,CRUDEOILMAUG18SEP18FUT,,0.0,2018-08-20,0.0,1.0,1,FUT,MCX,MCX
54178823,211636,CRUDEOILMSEP18OCT18FUT,,0.0,2018-09-19,0.0,1.0,1,FUT,MCX,MCX
54178311,211634,CRUDEOILSEP18OCT18FUT,,0.0,2018-09-19,0.0,1.0,1,FUT,MCX,MCX
53630215,209493,GOLD18SEP31400CE,,0.0,2018-09-26,31400.0,0.5,1,CE,MCX-OPT,MCX
53630471,209494,GOLD18SEP31400PE,,0.0,2018-09-26,31400.0,0.5,1,PE,MCX-OPT,MCX
53630727,209495,GOLD18SEP31500CE,,0.0,2018-09-26,31500.0,0.5,1,CE,MCX-OPT,MCX
53630983,209496,GOLD18SEP31500PE,,0.0,2018-09-26,31500.0,0.5,1,PE,MCX-OPT,MCX
53631239,209497,GOLD18SEP31600CE,,0.0,2018-09-26,31600.0,0.5,1,CE,MCX-OPT,MCX
53631495,209498,GOLD18SEP31600PE,,0.0,2018-09-26,31600.0,0.5,1,PE,MCX-OPT,MCX
53631751,209499,GOLD18SEP31700CE,,0.0,2018-09-26,31700.0,0.5,1,CE,MCX-OPT,MCX
53632007,209500,GOLD18SEP31700PE,,0.0,2018-09-26,31700.0,0.5,1,PE,MCX-OPT,MCX
53633287,209505,GOLD18SEP31800CE,,0.0,2018-09-26,31800.0,0.5,1,CE,MCX-OPT,MCX
53633543,209506,GOLD18SEP31800PE,,0.0,2018-09-26,31800.0,0.5,1,PE,MCX-OPT,MCX
53739015,209918,GOLD18SEP31900CE,,0.0,2018-09-26,31900.0,0.5,1,CE,MCX-OPT,MCX
53739271,209919,GOLD18SEP31900PE,,0.0,2018-09-26,31900.0,0.5,1,PE,MCX-OPT,MCX
183046404,715025,5LTIDFL24,LTIDFL-5%-29-08-24-PVTNCRPS,0.0,,0.0,0.01,1,EQ,BSE,BSE
128054532,500213,ITHL,INTERNATIONAL TRAVEL HOUSE,0.0,,0.0,0.05,1,EQ,BSE,BSE
239512068,935594,925MFL19,MFL-9.25%-20-1-19-NCD,0.0,,0.0,0.01,1,EQ,BSE,BSE
137829124,538395,NAM,NAM SECURITIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
53740551,209924,GOLD18SEP32000CE,,0.0,2018-09-26,32000.0,0.5,1,CE,MCX-OPT,MCX
53740807,209925,GOLD18SEP32000PE,,0.0,2018-09-26,32000.0,0.5,1,PE,MCX-OPT,MCX
53741063,209926,GOLD18SEP32100CE,,0.0,2018-09-26,32100.0,0.5,1,CE,MCX-OPT,MCX
53741319,209927,GOLD18SEP32100PE,,0.0,2018-09-26,32100.0,0.5,1,PE,MCX-OPT,MCX
53741575,209928,GOLD18SEP32200CE,,0.0,2018-09-26,32200.0,0.5,1,CE,MCX-OPT,MCX
53741831,209929,GOLD18SEP32200PE,,0.0,2018-09-26,32200.0,0.5,1,PE,MCX-OPT,MCX
53747207,209950,GOLD18SEP32300CE,,0.0,2018-09-26,32300.0,0.5,1,CE,MCX-OPT,MCX
53747463,209951,GOLD18SEP32300PE,,0.0,2018-09-26,32300.0,0.5,1,PE,MCX-OPT,MCX
53747719,209952,GOLD18SEP32400CE,,0.0,2018-09-26,32400.0,0.5,1,CE,MCX-OPT,MCX
53747975,209953,GOLD18SEP32400PE,,0.0,2018-09-26,32400.0,0.5,1,PE,MCX-OPT,MCX
53773063,210051,GOLD18SEP32600CE,,0.0,2018-09-26,32600.0,0.5,1,CE,MCX-OPT,MCX
53773319,210052,GOLD18SEP32600PE,,0.0,2018-09-26,32600.0,0.5,1,PE,MCX-OPT,MCX
53773575,210053,GOLD18SEP32700CE,,0.0,2018-09-26,32700.0,0.5,1,CE,MCX-OPT,MCX
53773831,210054,GOLD18SEP32700PE,,0.0,2018-09-26,32700.0,0.5,1,PE,MCX-OPT,MCX
53791751,210124,GOLD18SEP32800PE,,0.0,2018-09-26,32800.0,0.5,1,PE,MCX-OPT,MCX
53792007,210125,GOLD18SEP32900CE,,0.0,2018-09-26,32900.0,0.5,1,CE,MCX-OPT,MCX
53792519,210127,GOLD18SEP33000CE,,0.0,2018-09-26,33000.0,0.5,1,CE,MCX-OPT,MCX
53792775,210128,GOLD18SEP33000PE,,0.0,2018-09-26,33000.0,0.5,1,PE,MCX-OPT,MCX
53793031,210129,GOLD18SEP33100CE,,0.0,2018-09-26,33100.0,0.5,1,CE,MCX-OPT,MCX
53793287,210130,GOLD18SEP33100PE,,0.0,2018-09-26,33100.0,0.5,1,PE,MCX-OPT,MCX
53832455,210283,GOLD18SEP33200CE,,0.0,2018-09-26,33200.0,0.5,1,CE,MCX-OPT,MCX
53832711,210284,GOLD18SEP33200PE,,0.0,2018-09-26,33200.0,0.5,1,PE,MCX-OPT,MCX
53832967,210285,GOLD18SEP33300CE,,0.0,2018-09-26,33300.0,0.5,1,CE,MCX-OPT,MCX
53833223,210286,GOLD18SEP33300PE,,0.0,2018-09-26,33300.0,0.5,1,PE,MCX-OPT,MCX
53833479,210287,GOLD18SEP33400CE,,0.0,2018-09-26,33400.0,0.5,1,CE,MCX-OPT,MCX
53833735,210288,GOLD18SEP33400PE,,0.0,2018-09-26,33400.0,0.5,1,PE,MCX-OPT,MCX
53865479,210412,GOLD18SEP33500CE,,0.0,2018-09-26,33500.0,0.5,1,CE,MCX-OPT,MCX
53865735,210413,GOLD18SEP33500PE,,0.0,2018-09-26,33500.0,0.5,1,PE,MCX-OPT,MCX
54242311,211884,GOLD19JAN28300CE,,0.0,2019-01-29,28300.0,0.5,1,CE,MCX-OPT,MCX
54242567,211885,GOLD19JAN28300PE,,0.0,2019-01-29,28300.0,0.5,1,PE,MCX-OPT,MCX
54214407,211775,GOLD19JAN28400CE,,0.0,2019-01-29,28400.0,0.5,1,CE,MCX-OPT,MCX
54214663,211776,GOLD19JAN28400PE,,0.0,2019-01-29,28400.0,0.5,1,PE,MCX-OPT,MCX
54214919,211777,GOLD19JAN28500CE,,0.0,2019-01-29,28500.0,0.5,1,CE,MCX-OPT,MCX
54215175,211778,GOLD19JAN28500PE,,0.0,2019-01-29,28500.0,0.5,1,PE,MCX-OPT,MCX
54215431,211779,GOLD19JAN28600CE,,0.0,2019-01-29,28600.0,0.5,1,CE,MCX-OPT,MCX
54215687,211780,GOLD19JAN28600PE,,0.0,2019-01-29,28600.0,0.5,1,PE,MCX-OPT,MCX
54209799,211757,GOLD19JAN28700CE,,0.0,2019-01-29,28700.0,0.5,1,CE,MCX-OPT,MCX
54210055,211758,GOLD19JAN28700PE,,0.0,2019-01-29,28700.0,0.5,1,PE,MCX-OPT,MCX
54191111,211684,GOLD19JAN28900CE,,0.0,2019-01-29,28900.0,0.5,1,CE,MCX-OPT,MCX
54191367,211685,GOLD19JAN28900PE,,0.0,2019-01-29,28900.0,0.5,1,PE,MCX-OPT,MCX
54162695,211573,GOLD19JAN29000CE,,0.0,2019-01-29,29000.0,0.5,1,CE,MCX-OPT,MCX
54162951,211574,GOLD19JAN29000PE,,0.0,2019-01-29,29000.0,0.5,1,PE,MCX-OPT,MCX
54163207,211575,GOLD19JAN29100CE,,0.0,2019-01-29,29100.0,0.5,1,CE,MCX-OPT,MCX
54163463,211576,GOLD19JAN29100PE,,0.0,2019-01-29,29100.0,0.5,1,PE,MCX-OPT,MCX
54163719,211577,GOLD19JAN29200CE,,0.0,2019-01-29,29200.0,0.5,1,CE,MCX-OPT,MCX
54163975,211578,GOLD19JAN29200PE,,0.0,2019-01-29,29200.0,0.5,1,PE,MCX-OPT,MCX
53784327,210095,GOLD19JAN29300CE,,0.0,2019-01-29,29300.0,0.5,1,CE,MCX-OPT,MCX
53784583,210096,GOLD19JAN29300PE,,0.0,2019-01-29,29300.0,0.5,1,PE,MCX-OPT,MCX
53784839,210097,GOLD19JAN29400CE,,0.0,2019-01-29,29400.0,0.5,1,CE,MCX-OPT,MCX
53785095,210098,GOLD19JAN29400PE,,0.0,2019-01-29,29400.0,0.5,1,PE,MCX-OPT,MCX
53777415,210068,GOLD19JAN29500CE,,0.0,2019-01-29,29500.0,0.5,1,CE,MCX-OPT,MCX
53777671,210069,GOLD19JAN29500PE,,0.0,2019-01-29,29500.0,0.5,1,PE,MCX-OPT,MCX
53777927,210070,GOLD19JAN29600CE,,0.0,2019-01-29,29600.0,0.5,1,CE,MCX-OPT,MCX
204872452,800283,8GOI2026,8GOI2026,0.0,,0.0,0.05,10,EQ,BSE,BSE
244813316,956302,78066KMPL20,KMPL-7.8066%-15-5-20-PVT,0.0,,0.0,0.01,1,EQ,BSE,BSE
53776135,210063,GOLD19JAN29700CE,,0.0,2019-01-29,29700.0,0.5,1,CE,MCX-OPT,MCX
53776391,210064,GOLD19JAN29700PE,,0.0,2019-01-29,29700.0,0.5,1,PE,MCX-OPT,MCX
53752071,209969,GOLD19JAN29800CE,,0.0,2019-01-29,29800.0,0.5,1,CE,MCX-OPT,MCX
53752327,209970,GOLD19JAN29800PE,,0.0,2019-01-29,29800.0,0.5,1,PE,MCX-OPT,MCX
53752583,209971,GOLD19JAN29900CE,,0.0,2019-01-29,29900.0,0.5,1,CE,MCX-OPT,MCX
53752839,209972,GOLD19JAN29900PE,,0.0,2019-01-29,29900.0,0.5,1,PE,MCX-OPT,MCX
53753095,209973,GOLD19JAN30000CE,,0.0,2019-01-29,30000.0,0.5,1,CE,MCX-OPT,MCX
53753351,209974,GOLD19JAN30000PE,,0.0,2019-01-29,30000.0,0.5,1,PE,MCX-OPT,MCX
53753607,209975,GOLD19JAN30100CE,,0.0,2019-01-29,30100.0,0.5,1,CE,MCX-OPT,MCX
53753863,209976,GOLD19JAN30100PE,,0.0,2019-01-29,30100.0,0.5,1,PE,MCX-OPT,MCX
53754119,209977,GOLD19JAN30200CE,,0.0,2019-01-29,30200.0,0.5,1,CE,MCX-OPT,MCX
53754375,209978,GOLD19JAN30200PE,,0.0,2019-01-29,30200.0,0.5,1,PE,MCX-OPT,MCX
53754631,209979,GOLD19JAN30300CE,,0.0,2019-01-29,30300.0,0.5,1,CE,MCX-OPT,MCX
53754887,209980,GOLD19JAN30300PE,,0.0,2019-01-29,30300.0,0.5,1,PE,MCX-OPT,MCX
53755143,209981,GOLD19JAN30400CE,,0.0,2019-01-29,30400.0,0.5,1,CE,MCX-OPT,MCX
53755399,209982,GOLD19JAN30400PE,,0.0,2019-01-29,30400.0,0.5,1,PE,MCX-OPT,MCX
53755655,209983,GOLD19JAN30500CE,,0.0,2019-01-29,30500.0,0.5,1,CE,MCX-OPT,MCX
53755911,209984,GOLD19JAN30500PE,,0.0,2019-01-29,30500.0,0.5,1,PE,MCX-OPT,MCX
53756167,209985,GOLD19JAN30600CE,,0.0,2019-01-29,30600.0,0.5,1,CE,MCX-OPT,MCX
53756423,209986,GOLD19JAN30600PE,,0.0,2019-01-29,30600.0,0.5,1,PE,MCX-OPT,MCX
53756679,209987,GOLD19JAN30700CE,,0.0,2019-01-29,30700.0,0.5,1,CE,MCX-OPT,MCX
